workerid	Answer.buyers	Answer.gender	Answer.affects	Answer.nativeLanguage	Answer.orders	Answer.domains	Answer.income	Answer.inferredPrices0	Answer.inferredPrices1	Answer.inferredPrices2	Answer.inferredPrices3	Answer.inferredPrices4	Answer.inferredPrices5	Answer.inferredPrices6	Answer.inferredPrices7	Answer.inferredPrices8	Answer.inferredPrices9	Answer.age	Answer.sentenceIDs	Answer.numberTypes	Answer.utteredPricesRounded	Answer.utteredPrices
A2VXGCJTPZ8MK7	Fred,Barry,Nathan,Frank,Calvin,Winston,Patrick,Jake,Harry,David,Quinn,Tom,Kenneth,Daniel,George	M	0.125,0,0.25,1,0,0.95,0.975,0.5,0,0,0.425,0.05,1,0.975,0.025	english	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	laptop,laptop,watch,electric kettle,electric kettle,laptop,watch,electric kettle,electric kettle,electric kettle,watch,watch,watch,laptop,electric kettle	4	0,0.275,0.875,1,0.975,0.25,1,0.975,0.975,0.975,0.975,0.975,0.975,0.125,1	0.075,0.175,0.9,1,0.975,0.25,1,0.975,0.975,0.975,0.975,0.975,1,0.1,0.975	0.65,0.725,0.7,0.125,0.375,0.875,0.725,0.35,0.275,0.2,0.425,0.425,0.5,1,0.025	0.65,0.8,0.7,0.175,0.375,0.9,0.675,0.325,0.275,0.2,0.425,0.45,0.5,0.975,0.025	0.7,0.825,0.575,0,0.025,0.9,0.5,0.025,0.025,0.025,0.325,0.375,0.35,0.95,0.025	0.7,0.825,0.55,0,0.025,0.9,0.5,0.025,0.025,0,0.325,0.375,0.325,0.975,0.025	0.075,0.2,0.425,0.025,0.025,0.3,0.325,0.025,0.025,0.025,0.25,0.25,0.275,0.1,0	0.15,0.25,0.375,0.025,0.025,0.3,0.275,0.025,0.025,0.025,0.2,0.25,0.225,0.075,0.025	0,0,0.15,0.025,0.025,0.025,0.2,0.025,0.025,0.025,0.125,0.125,0.125,0.05,0.025	0,0,0.175,0.025,0.025,0.025,0.15,0.05,0.025,0.05,0.1,0.175,0.15,0.025,0.025	35	29,25,14,6,3,22,16,10,8,4,17,20,11,27,7	sharp,round,round,sharp,round,round,sharp,sharp,sharp,round,sharp,sharp,round,sharp,sharp	5000,10000,5000,50,1000,500,50,10000,1000,5000,500,10000,50,500,500	5001,10000,5000,47,1000,500,53,9999,998,5000,499,9997,50,502,498
A198SS8SV0LWKB	Alex,Patrick,Robert,Barry,Victor,Charles,Zach,Daniel,Harry,Owen,Calvin,Winston,Fred,Albert,Steve	M	0.725,0.25,1,1,0,0,0.75,0.25,0.975,0.975,1,0.25,1,1,0.975	english	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	electric kettle,watch,watch,laptop,laptop,laptop,laptop,laptop,electric kettle,watch,electric kettle,laptop,laptop,laptop,watch	4	0.25,0.975,1,0.25,0.725,0.775,0.725,0.7,0.7,0.975,0.7,0.725,0.725,0.675,0.975	0.775,0.975,1,0.275,0.7,0.725,0.725,0.675,0.7,0.975,0.7,0.725,0.725,0.675,0.975	0,0.975,0.975,1,1,0.975,0.975,1,0,0.975,0.025,0.975,0.975,0.975,0.975	0,1,0.975,1,1,1,0.975,0.95,0,0.975,0.025,0.975,0.975,0.975,0.975	0.025,0.975,0.975,1,1,1,1,1,0.025,1,0.025,1,0.975,1,0.975	0.025,0.975,0.975,0.975,0.975,1,0.975,0.975,0.025,0.975,0.025,1,0.975,1,0.975	0.025,1,1,0.025,0.025,0.025,0.025,0.025,0.025,1,0.025,0.025,0.025,0.025,1	0.025,1,0.975,0.025,0.025,0,0.025,0.025,0.05,1,0.025,0.025,0.025,0.025,0.975	0.025,1,0.975,0,0.025,0.025,0.025,0.025,0.025,0.975,0.025,0.025,0.025,0.025,0.975	0.025,1,0.975,0.025,0.025,0.025,0.025,0.025,0.025,1,0,0.025,0.025,0.025,0.975	25	1,16,18,25,21,26,23,27,8,15,3,22,29,24,19	round,sharp,sharp,round,round,sharp,round,sharp,sharp,round,round,round,sharp,round,sharp	50,50,1000,10000,50,50,1000,500,1000,10000,1000,500,5000,5000,5000	50,51,1001,10000,50,47,1000,502,1001,10000,1000,500,5002,5000,5001
A1OF4LT1OZYTDN	Alex,Owen,Fred,Nathan,Harry,Zach,Ethan,Bob,Matt,Charles,George,Calvin,David,Victor,Jake	F	0.25,0.5,0.75,0.4,0.975,0.25,0.75,1,0.675,0.05,0.975,1,1,0.025,1	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	electric kettle,watch,laptop,watch,electric kettle,laptop,laptop,electric kettle,watch,laptop,electric kettle,electric kettle,electric kettle,laptop,electric kettle	8	1,0.925,0.025,0.975,1,0,0,1,0.975,0.05,0.925,0.95,0.975,0.075,0.95	1,0.9,0,0.975,1,0,0,1,0.975,0.05,0.95,0.925,0.925,0.05,0.95	0.225,0.85,0.9,0.95,0.25,0.925,0.925,0.5,0.95,0.925,0.275,0.375,0.275,0.925,0.25	0.2,0.925,0.875,0.95,0.25,0.925,0.875,0.225,0.925,0.925,0.25,0.4,0.25,0.925,0.25	0.025,0.825,0.775,0.85,0.125,0.825,0.85,0.125,0.95,0.85,0.05,0.05,0.075,0.825,0.075	0,0.8,0.825,0.825,0.1,0.775,0.95,0.125,0.925,0.825,0.075,0.075,0.075,0.825,0.075	0.025,0.75,0.25,0.925,0.05,0.5,0.325,0.075,0.675,0.35,0.05,0.05,0.05,0.4,0.05	0.025,0.825,0.25,0.9,0.05,0.4,0.6,0.075,0.75,0.275,0.05,0.075,0.05,0.375,0.05	0,0.85,0.2,0.775,0.025,0.075,0.125,0.075,0.675,0.1,0.05,0.05,0.05,0.1,0.025	0,0.825,0.2,0.775,0,0.075,0.05,0.075,0.65,0.075,0.05,0.05,0.05,0.075,0	55	1,15,29,14,8,23,28,2,13,26,7,3,4,21,10	round,round,sharp,round,sharp,round,sharp,round,round,sharp,sharp,round,round,round,sharp	50,10000,5000,5000,1000,1000,1000,500,1000,50,500,1000,5000,50,10000	50,10000,4999,5000,1001,1000,997,500,1000,48,503,1000,5000,50,9998
A231P23T5MPXWB	Daniel,Calvin,Bob,Kenneth,Frank,Alex,Owen,Barry,George,Quinn,Jake,Eric,Fred,Albert,Nathan	F	0.75,1,0.85,0.6,0.575,0.525,0.975,0.725,0.875,0.75,0.95,0.95,0.95,0.975,0.95	english	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	laptop,electric kettle,electric kettle,watch,electric kettle,electric kettle,watch,laptop,electric kettle,watch,electric kettle,electric kettle,laptop,laptop,watch	8	0,0.225,0.5,0.95,0.85,0.925,0.5,0.025,0.5,0.075,0.5,0.5,0,0.025,0.025	0,0.525,0.425,0.925,0.95,0.875,0.5,0.025,0.5,0.075,0.5,0.5,0,0.025,0.025	0.675,0.625,0.575,0.125,0,0,0.5,0.675,0.5,0.5,0.5,0.6,0.75,0.5,0.5	0.65,0.575,0.575,0.125,0,0.05,0.5,0.675,0.5,0.5,0.5,0.575,0.775,0.5,0.5	0.5,0,0,0,0,0,0.5,0.55,0,0,0,0,0.65,0.5,0.025	0.5,0,0.075,0,0,0,0.5,0.55,0.025,0,0,0,0.65,0.5,0.05	0.35,0,0,0,0,0,0,0,0,0,0.05,0,0,0.5,0.05	0.35,0,0,0,0,0,0,0,0,0.025,0,0.025,0.05,0.5,0.05	0.1,0,0,0.025,0,0.025,0,0,0,0,0,0.05,0.025,0,0.025	0.075,0,0,0,0,0.025,0.025,0,0,0,0,0.05,0.025,0.025,0.05	65	27,3,2,11,6,1,15,25,7,17,10,5,29,24,14	sharp,round,round,round,sharp,round,round,round,sharp,sharp,sharp,round,sharp,round,round	500,1000,500,50,50,50,10000,10000,500,500,10000,10000,5000,5000,5000	502,1000,500,50,52,50,10000,10000,499,503,10002,10000,5002,5000,5000
A2I4A4WGWII18Z	Tom,David,Patrick,Calvin,Quinn,Victor,Zach,Luke,Barry,Harry,Jake,Fred,George,Kenneth,Charles	F	0.875,0.875,0.25,0.85,0.85,0.025,0.525,0.575,1,0.975,1,0.85,0.875,0.35,0.025	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	watch,electric kettle,watch,electric kettle,watch,laptop,laptop,watch,laptop,electric kettle,electric kettle,laptop,electric kettle,watch,laptop	4	0.75,0.775,0.575,0.775,0.5,0.25,0,0.55,0,0.65,0.65,0,0.625,1,0.35	0.75,0.775,1,0.775,0.5,0.25,0,0.55,0,0.65,0.675,0,0.625,0.925,0.35	0.75,0.225,0,0.425,0.75,0.575,0,0.675,0.575,0.2,0.1,0.525,0.3,0.125,0.575	0.7,0.225,0,0.425,0.7,0.575,0,0.675,0.575,0.2,0.075,0.525,0.3,0.125,0.575	0.7,0.125,0,0,0,0.6,1,0,0.675,0.05,0.05,0.575,0,0,0.575	0.35,0.125,0,0,0,0.6,0.95,0,0.575,0.05,0.05,0.575,0,0,0.575	0.35,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0	0.325,0,0,0,0,0,0,0,0,0,0,0.325,0,0,0	0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0.325,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0	45	20,4,16,3,17,21,23,12,25,8,10,29,7,11,26	sharp,round,sharp,round,sharp,round,round,round,round,sharp,sharp,sharp,sharp,round,sharp	10000,5000,50,1000,500,50,1000,500,10000,1000,10000,5000,500,50,50	10001,5000,51,1000,498,50,1000,500,10000,1001,9998,4998,501,50,52
A1U89AVJKEXTVN	Albert,Tom,Fred,Calvin,Nathan,Winston,Ethan,Luke,Zach,Daniel,Owen,Eric,Victor,Alex,David	M	0.975,1,0.95,0.725,0.925,0.55,0.675,0.65,0.675,0.575,0.975,0.9,0.125,0.1,0.85	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	laptop,watch,laptop,electric kettle,watch,laptop,laptop,watch,laptop,laptop,watch,electric kettle,laptop,electric kettle,electric kettle	4	0.5,0.025,0.2,0.075,0.3,0.075,0.075,0.075,0.05,0.075,0.05,0.1,0.5,0.575,0.05	0.5,0.05,0.175,0.075,0.275,0.1,0.1,0.075,0.05,0.075,0.075,0.075,0.5,0.575,0.05	0.525,0.45,0.5,0.7,0.5,0.9,0.625,0.875,0.5,0.75,0.575,0.5,0.625,0.625,0.5	0.625,0.425,0.55,0.7,0.5,0.875,0.625,0.875,0.575,0.95,0.6,0.55,0.6,0.6,0.5	0.675,0.55,0.625,0.875,0.65,0.65,0.8,0.5,0.875,0.6,0.775,0.825,0.45,0.625,0.625	0.675,0.6,0.6,0.825,0.675,0.625,0.9,0.5,0.85,0.6,0.725,0.825,0.45,0.625,0.625	0.9,0.725,0.8,0.325,0.85,0.05,0.375,0.05,0.075,0.125,0.75,0.925,0.1,0.05,0.7	0.9,0.8,0.825,0.4,0.825,0.05,0.4,0.075,0.075,0.125,0.725,0.875,0.1,0.075,0.7	0,0.725,0.075,0.225,0.25,0.05,0.125,0.025,0.075,0.075,0.75,0.875,0.075,0.05,0.3	0,0.85,0.075,0.15,0.3,0.025,0.15,0.05,0.05,0.05,0.725,0.875,0.075,0.05,0.3	25	24,20,29,3,14,22,28,12,23,27,15,5,21,1,4	round,sharp,sharp,round,round,round,sharp,round,round,sharp,round,round,round,round,round	5000,10000,5000,1000,5000,500,1000,500,1000,500,10000,10000,50,50,5000	5000,9997,4997,1000,5000,500,999,500,1000,503,10000,10000,50,50,5000
A3GK90X2QOFR53	Bob,Patrick,Barry,Harry,Albert,Jake,Tom,Quinn,Alex,Ethan,Robert,Luke,Ivan,Owen,Kenneth	M	0.975,0.25,0.975,1,0.25,1,0.225,0.55,0.25,0.6,0.65,0.675,0.9,0.925,0.225	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	electric kettle,watch,laptop,electric kettle,laptop,electric kettle,watch,watch,electric kettle,laptop,watch,watch,electric kettle,watch,watch	6	0.75,0.75,0.175,0.775,0.225,0.775,0.75,0.725,0.9,0.175,0.675,0.675,0.725,0.75,0.775	0.75,0.75,0.175,0.775,0.225,0.775,0.75,0.75,0.9,0.2,0.65,0.7,0.75,0.775,0.775	0.25,0.325,0.75,0.3,0.75,0.25,0.5,0.675,0.25,0.675,0.675,0.5,0.375,0.6,0.625	0.175,0.25,0.75,0.325,0.725,0.225,0.5,0.625,0.225,0.7,0.65,0.575,0.375,0.575,0.625	0,0.025,0.725,0,0.775,0.075,0.225,0.275,0.1,0.75,0.425,0.25,0.075,0.325,0.275	0.025,0.025,0.775,0,0.75,0.075,0.2,0.25,0.1,0.75,0.425,0.25,0.1,0.35,0.2	0.025,0,0.125,0,0.175,0.025,0.025,0.075,0,0.125,0.175,0.125,0.025,0.175,0.05	0.025,0,0.125,0,0.125,0.025,0.025,0.125,0,0.15,0.175,0.125,0,0.175,0.05	0,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0.025,0,0.025,0.075,0.025	0,0.025,0,0,0.025,0,0.025,0.025,0,0,0.025,0,0.025,0.075,0.025	35	2,16,25,8,24,10,20,17,1,28,18,12,9,15,11	round,sharp,round,sharp,round,sharp,sharp,sharp,round,sharp,sharp,round,sharp,round,round	500,50,10000,1000,5000,10000,10000,500,50,1000,1000,500,5000,10000,50	500,47,10000,1001,5000,10001,9997,503,50,1002,1002,500,5002,10000,50
A37DZG7WSZJPZ9	Victor,Albert,Daniel,Harry,Fred,Luke,Ethan,Owen,George,Charles,Steve,Zach,Ivan,Gary,Frank	M	0,1,0.5,1,1,0.625,0.625,0.75,0.75,0,1,0.65,1,1,0.5	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	laptop,laptop,laptop,electric kettle,laptop,watch,laptop,watch,electric kettle,laptop,watch,laptop,electric kettle,laptop,electric kettle	4	0,0,0,0.75,0,0.225,0,0.025,0.75,0,0.275,0,0.725,0,0.575	0,0,0,0.7,0,0.225,0,0,0.7,0,0.25,0,0.725,0,0.725	0.75,0.5,0.75,0.05,0.575,0.75,0.375,0.375,0.075,0.7,0.225,0.325,0.125,0.6,0.25	0.65,0.5,0.725,0,0.575,0.675,0.375,0.375,0.025,0.675,0.15,0.325,0.125,0.6,0.25	0.6,0.625,0.25,0,0.75,0.55,0.625,0.375,0,0.425,0.225,0.7,0,0.65,0	0.6,0.525,0.175,0.05,0.7,0.525,0.65,0.375,0,0.4,0.225,0.575,0,0.65,0	0,0.075,0,0,0,0.4,0,0.5,0,0,0.5,0,0,0,0	0,0.05,0,0,0,0.425,0,0.375,0,0,0.625,0,0,0,0	0,0,0,0,0,0,0,0.65,0,0,0.2,0,0,0,0	0,0,0,0,0,0,0,0.55,0,0,0.175,0,0,0,0	25	21,24,27,8,29,12,28,15,7,26,19,23,9,30,6	round,round,sharp,sharp,sharp,round,sharp,round,sharp,sharp,sharp,round,sharp,sharp,sharp	50,5000,500,1000,5000,500,1000,10000,500,50,5000,1000,5000,10000,50	50,5000,501,998,5002,500,998,10000,503,48,4997,1000,5002,10002,49
A34AC73I1RITRZ	Bob,Gary,Patrick,Zach,David,Alex,Nathan,Albert,Barry,Daniel,Eric,George,Matt,Owen,Kenneth	M	0.975,1,0.75,0.25,1,0.75,1,0.75,1,0.25,1,0.75,0.975,1,0.25	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	electric kettle,laptop,watch,laptop,electric kettle,electric kettle,watch,laptop,laptop,laptop,electric kettle,electric kettle,watch,watch,watch	4	0.975,0.25,0.75,0.025,0.725,0.75,0.975,0.25,0.325,0.3,0.675,0.425,0.975,0.975,0.95	0.975,0.275,0.75,0.05,0.725,0.75,0.975,0.25,0.275,0.3,0.7,0.375,0.95,0.95,0.95	0.975,0.775,0.25,0.725,0.725,0.725,0.35,0.975,0.975,0.975,0.725,0.675,0.35,0.35,0.3	0.725,0.775,0.25,0.725,0.75,0.75,0.3,0.975,0.975,0.975,0.75,0.65,0.325,0.35,0.275	0,1,0.025,0.725,0.275,0.2,0.275,0.775,0.75,0.75,0.25,0.3,0.225,0.275,0.175	0.025,0.975,0.025,0.7,0.275,0.275,0.175,0.75,0.75,0.75,0.275,0.25,0.25,0.25,0.175	0,0.25,0.025,0.275,0,0.025,0.15,0.35,0.25,0.275,0.025,0.15,0.1,0.15,0.1	0.025,0.25,0.025,0.275,0.025,0.025,0.05,0.325,0.25,0.275,0.025,0.125,0.075,0.125,0.1	0.025,0,0.025,0.05,0.025,0.025,0.025,0.075,0.075,0.075,0.025,0.025,0.075,0.075,0.05	0.025,0.025,0,0.025,0.025,0.025,0.025,0.075,0.05,0.05,0.025,0.025,0.075,0.075,0.025	35	2,30,16,23,4,1,14,24,25,27,5,7,13,15,11	round,sharp,sharp,round,round,round,round,round,round,sharp,round,sharp,round,round,round	500,10000,50,1000,5000,50,5000,5000,10000,500,10000,500,1000,10000,50	500,9999,49,1000,5000,50,5000,5000,10000,501,10000,501,1000,10000,50
A1VSHM4NLZ705D	Calvin,Victor,Ivan,Robert,David,Zach,Gary,Winston,Ethan,Bob,Luke,Alex,Tom,Charles,Nathan	M	1,0,1,0.5,1,0.55,1,0.5,0.725,0.9,0.5,0.3,1,0,0.975	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	electric kettle,laptop,electric kettle,watch,electric kettle,laptop,laptop,laptop,laptop,electric kettle,watch,electric kettle,watch,laptop,watch	4	0.275,0.1,0.5,0.725,0.625,0.15,0.075,0.075,0.075,0.5,0.7,0.525,0.725,0,0.725	0.275,0.1,0.5,0.725,0.525,0.05,0.075,0.025,0.075,0.55,0.675,0.525,0.725,0,0.725	0,0.775,0,0.5,0,0.8,0.725,0.825,0.775,0.025,0.575,0,0.425,0.675,0.6	0,0.775,0,0.5,0,0.8,0.725,0.825,0.775,0,0.575,0,0.425,0.675,0.5	0,0.5,0,0.5,0,0.65,0.3,0.5,0.5,0,0.5,0,0.35,0.575,0.25	0,0.5,0,0.5,0,0,0.3,0.5,0.5,0,0.5,0,0.35,0.575,0.225	0,0,0,0.25,0,0,0,0,0,0,0.175,0,0.125,0.05,0	0,0,0,0.225,0,0,0,0,0,0,0.15,0,0.1,0.05,0	0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0.225,0,0,0,0,0,0,0,0,0,0,0	35	3,21,9,18,4,23,30,22,28,2,12,1,20,26,14	round,round,sharp,sharp,round,round,sharp,round,sharp,round,round,round,sharp,sharp,round	1000,50,5000,1000,5000,1000,10000,500,1000,500,500,50,10000,50,5000	1000,50,5002,1002,5000,1000,9997,500,1002,500,500,50,9997,51,5000
A27PBC5O3Z5ZED	Bob,Fred,Daniel,Patrick,Nathan,Gary,Kenneth,Tom,Matt,Jake,Ethan,Luke,David,Charles,Eric	M	1,1,0.25,0.3,1,1,0.25,1,0.975,1,0.55,0.9,1,0,1	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	electric kettle,laptop,laptop,watch,watch,laptop,watch,watch,watch,electric kettle,laptop,watch,electric kettle,laptop,electric kettle	6	0,0,0,0.15,0,0,1,0,0,0,0,0,0,0.075,0	0,0,0,1,0,0,0.7,0,0,0,0,0,0,1,0	1,0,0.125,0,0,0,0,0,0,0,0,1,0,0,0	1,0,1,0,0,0,0,0,0,0,0,0.825,0,0,0	0.05,0,0,0,0,0,0,0,1,0,0.1,0,0,0,0	0.1,0,0,0,0,0,0,0,0.8,0,1,0,0,0,0	0,0.05,0,0,1,0,0,0,0,0,0,0,1,0,0	0,1,0,0,0.9,0,0,0,0,0,0,0,0.825,0,0	0,0,0,0,0,0.1,0,0.05,0,0.075,0,0,0,0,1	0,0,0,0,0.025,1,0,1,0,1,0,0,0,0,0.875	35	2,29,27,16,14,30,11,20,13,10,28,12,4,26,5	round,sharp,sharp,sharp,round,sharp,round,sharp,round,sharp,sharp,round,round,sharp,round	500,5000,500,50,5000,10000,50,10000,1000,10000,1000,500,5000,50,10000	500,5002,497,53,5000,9999,50,10002,1000,9999,1002,500,5000,52,10000
A18FK1XR73EQ2W	Ethan,Harry,Bob,Daniel,Barry,Steve,George,Gary,Charles,Zach,Jake,Frank,Kenneth,Alex,Fred	M	0.75,1,0.75,0.125,0.975,0.975,0.95,1,0.1,0.75,0.75,0.25,0.3,0.325,0.95	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	laptop,electric kettle,electric kettle,laptop,laptop,watch,electric kettle,laptop,laptop,laptop,electric kettle,electric kettle,watch,electric kettle,laptop	4	0.025,0.6,0.85,0,0,0.025,0.75,0.025,0.25,0.025,0.85,0.725,1,1,0.025	0.025,0.6,0.75,0,0,0.025,0.75,0.025,0.5,0.025,0.85,1,0.925,0.925,0.025	0.025,0.025,0.225,0.5,0.375,0.025,0.075,0.025,0.65,0.025,0.025,0,0.05,0.025,0.025	0.025,0.025,0.225,1,0.35,0.025,0.175,0.025,0.65,0.025,0.025,0,0.05,0.025,0.025	0.05,0.05,0,0.025,0.85,0.025,0.025,0.875,0.025,0.95,0,0,0.025,0,0.075	1,0.225,0,0.025,0.85,0.025,0.025,0.85,0.025,0.9,0,0,0.025,0,0.075	0,0,0,0,0.225,0.5,0,0.35,0,0.025,0,0,0.025,0,0.925	0,0,0,0,0.225,0.85,0,0.325,0,0.025,0,0,0.025,0,1	0,0,0,0,0.025,0,0,0.175,0,0,0,0,0.025,0,0	0,0,0,0,0.025,0,0,0.175,0,0,0,0,0.025,0,0	35	28,8,2,27,25,19,7,30,26,23,10,6,11,1,29	sharp,sharp,round,sharp,round,sharp,sharp,sharp,sharp,round,sharp,sharp,round,round,sharp	1000,1000,500,500,10000,5000,500,10000,50,1000,10000,50,50,50,5000	1003,999,500,499,10000,4997,503,10003,48,1000,9997,51,50,50,4999
A2SNX0RFIPIO60	Patrick,Steve,Eric,Albert,Frank,Jake,Harry,Barry,Fred,Victor,David,George,Robert,Tom,Kenneth	F	0.75,0.65,1,0.9,0.25,1,0.95,1,0.975,0.125,1,0.85,0.825,1,0.625	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	watch,watch,electric kettle,laptop,electric kettle,electric kettle,electric kettle,laptop,laptop,laptop,electric kettle,electric kettle,watch,watch,watch	4	0.25,0.6,0.9,0.05,0.9,0.875,0.775,0.275,0.1,0.25,0.775,0.325,0.625,0.75,1	1,0.625,0.875,0.05,1,0.875,0.775,0.275,0.125,0.25,0.775,0.325,0.65,0.75,0.775	0.1,0.425,0.3,0.275,0.225,0.7,0.625,0.675,0.275,0.75,0.7,0.775,0.675,0.25,0.25	0.1,0.425,0.325,0.375,0.225,0.7,0.625,0.7,0.275,0.75,0.7,0.8,0.7,0.275,0.025	0.025,0.425,0.1,0.45,0,0.25,0.25,0.8,0.675,0.775,0.25,0.225,0.3,0.25,0.025	0,0.225,0,0.675,0.025,0.25,0.25,0.825,0.7,0.8,0.25,0.25,0.875,0.3,0.025	0,0.275,0.025,0.975,0,0.025,0.025,0.4,0.85,0.275,0.1,0.025,0.025,0.275,0.025	0.025,0.65,0.025,0.825,0.025,0.025,0.025,0.425,0.875,0.275,0.125,0.025,0,0.275,0.025	0,0.025,0.075,0.025,0,0.025,0.025,0.1,0,0.125,0.025,0.025,0.025,0.25,0.025	0,0.025,0.025,0.025,0.025,0.025,0.025,0.125,0.025,0.15,0.025,0,0,0.75,0.025	45	16,19,5,24,6,10,8,25,29,21,4,7,18,20,11	sharp,sharp,round,round,sharp,sharp,sharp,round,sharp,round,round,sharp,sharp,sharp,round	50,5000,10000,5000,50,10000,1000,10000,5000,50,5000,500,1000,10000,50	53,5002,10000,5000,51,10002,1003,10000,5002,50,5000,502,998,10001,50
A7RDB0A0DO23C	Calvin,Patrick,Kenneth,Quinn,Frank,Jake,George,Barry,Matt,Winston,Daniel,Luke,Zach,Gary,Steve	M	0.75,0.575,0.55,0.75,0.55,0.75,0.75,0.75,0.75,0.575,0.625,0.675,0.55,0.75,0.75	english	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	electric kettle,watch,watch,watch,electric kettle,electric kettle,electric kettle,laptop,watch,laptop,laptop,watch,laptop,laptop,watch	4	0.175,0.725,0.725,0,0.725,0,0,0,0,0,0,0,0,0,0	0.15,0.825,0.725,0,0.875,0,0,0,0,0,0,0,0,0,0	0.15,0,0,0.75,0,0,0.725,0,0.05,0.85,0.85,0.9,0.1,0,0	0.15,0,0,0.875,0,0,0.9,0,0.05,0.85,0.925,0.9,0.1,0,0	0.775,0,0,0,0,0,0,0,0.9,0.075,0,0.05,0.825,0,0	0.9,0,0,0,0,0,0,0,0.9,0.075,0,0.05,0.825,0,0	0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0.825	0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0.9	0,0,0,0,0,0.725,0,0.875,0,0,0,0,0,0.9,0	0,0,0,0,0,0.9,0,0.875,0,0,0,0,0,0.95,0	55	3,16,11,17,6,10,7,25,13,22,27,12,23,30,19	round,sharp,round,sharp,sharp,sharp,sharp,round,round,round,sharp,round,round,sharp,sharp	1000,50,50,500,50,10000,500,10000,1000,500,500,500,1000,10000,5000	1000,52,50,497,51,10001,497,10000,1000,500,502,500,1000,10001,5002
A1QDUN5LA70IXL	Kenneth,Jake,Patrick,Eric,Matt,Bob,Frank,Fred,Tom,Harry,Charles,Ethan,Owen,Gary,Robert	F	0.625,1,0.575,1,0.75,0.925,0.5,0.775,1,1,0,0.6,1,1,0.7	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	watch,electric kettle,watch,electric kettle,watch,electric kettle,electric kettle,laptop,watch,electric kettle,laptop,laptop,watch,laptop,watch	11	0.75,0,0.5,0,0,0.025,0.5,0,0.025,0,0.5,0,0,0,0	0.225,0,0.5,0,0,0,0.5,0,0.025,0,0.5,0,0,0,0	0,0,0,0,0,0.5,0.025,0,0,0,0.5,0,0,0.1,0.15	0,0,0,0,0,0.5,0.025,0,0.025,0,0.5,0,0,0.075,0.15	0,0,0,0,0.5,0,0,0,0,0.5,0.125,0.5,0,0.075,0.5	0,0,0,0,0.5,0,0.025,0,0,0.5,0.1,0.5,0,0.075,0.5	0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.075,0	0,0,0,0,0,0,0,0.5,0,0.025,0,0,0,0.075,0	0,0.5,0,0.5,0,0,0.025,0,0.5,0,0,0,0.5,0.5,0	0,0.5,0,0.5,0,0,0,0,0.5,0,0.025,0,0.5,0.5,0	35	11,10,16,5,13,2,6,29,20,8,26,28,15,30,18	round,sharp,sharp,round,round,round,sharp,sharp,sharp,sharp,sharp,sharp,round,sharp,sharp	50,10000,50,10000,1000,500,50,5000,10000,1000,50,1000,10000,10000,1000	50,10001,52,10000,1000,500,52,4997,9998,1002,49,1003,10000,10003,1001
